"Week_ending_Friday","Week_number","Status","Dubai_crude_USD.p.bbl","NZ_US_exrate","Dubai_crude_NZD.p.bbl","Diesel_importer_cost_NZc.p.l","Diesel_ETS_NZc.p.l","Diesel_GST_NZc.p.l","Diesel_taxes_NZc.p.l","Diesel_price_excl_taxes_NZc.p.l","Diesel_main_port_price_NZc.p.l","Diesel_discounted_retail_price_NZc.p.l","Diesel_importer_margin_NZc.p.l","Diesel_margin_trend_NZc.p.l","Petrol_importer_cost_NZc.p.l","Petrol_ETS_NZc.p.l","Petrol_GST_NZc.p.l","Petrol_taxes_NZc.p.l","Petrol_price_excl_taxes_NZc.p.l","Petrol_main_port_price_NZc.p.l","Petrol_discounted_retail_price_NZc.p.l","Petrol_importer_margin_NZc.p.l","Petrol_margin_trend_NZc.p.l","Diesel_main_port_price_excl_taxes_NZc.p.l"
2013-10-04,"2013w40","Final",105.35,0.82898,127.083886221622,99.7281883281949,0.534,19.1907237375101,19.5657237375101,127.029158250068,150.471428571429,147.128881987578,27.3009699218726,26.5080525463104,92.3358792878872,0.462,27.4910342965163,91.6200342965163,118.682561976776,215.471428571429,210.764596273292,26.3466826888884,23.6086136642713,129.935720496894
2013-10-11,"2013w41","Final",107.15,0.82976,129.133725414578,100.724448685473,0.534,19.1211720226843,19.4961720226843,126.565480151229,149.9,146.595652173913,25.8410314657554,26.5831058802319,93.2612423232198,0.462,27.0158790170132,91.1448790170132,115.514860113422,211.9,207.121739130435,22.2536177902018,23.6242257048542,129.438826086957
2013-10-18,"2013w42","Final",107.27,0.83926,127.814979863213,99.5015072126565,0.534,19.1211720226843,19.4961720226843,126.565480151229,149.9,146.595652173913,27.0639729385722,26.6581592141534,92.609530908958,0.462,27.0158790170132,91.1448790170132,115.514860113422,211.9,207.121739130435,22.9053292044635,23.6398377454372,129.438826086957
2013-10-25,"2013w43","Final",106.26,0.8445,125.825932504441,97.7215797195498,0.534,19.1211720226843,19.4961720226843,126.565480151229,149.9,146.595652173913,28.8439004316789,26.7332125480749,90.8499584213871,0.462,27.0158790170132,91.1448790170132,115.514860113422,211.9,207.121739130435,24.6649016920344,23.6554497860202,129.438826086957
2013-11-01,"2013w44","Final",106.29,0.82735,128.470417598356,100.25661431805,0.534,19.1211720226843,19.4961720226843,126.565480151229,149.9,146.595652173913,26.3088658331785,26.8324871775214,92.7545904293668,0.462,27.0158790170132,91.1448790170132,115.514860113422,211.9,207.121739130435,22.7602696840547,23.6674908123362,129.438826086957
2013-11-08,"2013w45","Final",103.84,0.83228,124.765703849666,98.1343332169935,0.534,19.1211720226843,19.4961720226843,126.565480151229,149.9,146.595652173913,28.4311469342352,26.9317618069678,90.5100041557208,0.462,27.0158790170132,91.1448790170132,115.514860113422,211.9,207.121739130435,25.0048559577008,23.6795318386522,129.438826086957
2013-11-15,"2013w46","Final",105.31,0.82592,127.506296009299,98.636903689275,0.534,19.1211720226843,19.4961720226843,126.565480151229,149.9,146.595652173913,27.9285764619538,27.0310364364143,93.1156146445022,0.462,27.0158790170132,91.1448790170132,115.514860113422,211.9,207.121739130435,22.3992454689193,23.6915728649682,129.438826086957
2013-11-22,"2013w47","Final",106.85,0.8306,128.641945581507,99.3063298594682,0.534,19.1211720226843,19.4961720226843,126.565480151229,149.9,146.595652173913,27.2591502917605,27.1303110658607,93.3225032557103,0.462,27.0158790170132,91.1448790170132,115.514860113422,211.9,207.121739130435,22.1923568577112,23.7036138912842,129.438826086957
2013-11-29,"2013w48","Final",108.53,0.81748,132.76165777756,104.198254342108,0.534,19.3447745071564,19.7197745071564,128.056163381042,151.614285714286,148.309937888199,23.8579090389345,27.2295856953072,95.6395567971645,0.462,27.2394815014853,91.3684815014853,117.005543343235,213.614285714286,208.83602484472,21.3659865460707,23.7156549176002,130.92950931677
2013-12-06,"2013w49","Final",108.51,0.82032,132.277647747221,103.949187650321,0.534,19.8106130164731,20.1856130164731,131.161753443154,155.185714285714,151.881366459627,27.2125657928332,27.3288603247536,95.8335223563554,0.462,27.5562516878207,91.6852516878207,119.117344585471,216.042857142857,211.264596273292,23.2838222291158,23.7276959439162,134.035099378882
2013-12-13,"2013w50","Final",106.67,0.82788,128.847175919215,100.962099782462,0.534,20.0342155009452,20.4092155009452,132.652436672968,156.9,153.595652173913,31.6903368905061,27.4281349542001,95.402373547175,0.462,27.6680529300567,91.7970529300567,119.862686200378,216.9,212.121739130435,24.460312653203,23.7397369702322,135.525782608696
2013-12-20,"2013w51","Final",107.72,0.82442,130.661556003008,101.233677836215,0.534,20.0342155009452,20.4092155009452,132.652436672968,156.9,153.595652173913,31.4187588367526,27.5274095836465,95.5428061061947,0.462,27.6680529300567,91.7970529300567,119.862686200378,216.9,212.121739130435,24.3198800941833,23.7517779965482,135.525782608696
2013-12-27,"2013w52","Final",109.27,0.819133333333333,133.397086351428,102.606887680001,0.534,20.0342155009452,20.4092155009452,132.652436672968,156.9,153.595652173913,30.0455489929665,27.6467390489015,99.4633179675132,0.462,27.6680529300567,91.7970529300567,119.862686200378,216.9,212.121739130435,20.3993682328649,23.7706749009027,135.525782608696
2014-01-03,"2014w01","Final",106.15,0.818366666666667,129.709584130993,103.130896876967,0.534,19.9279953191106,20.3029953191106,131.944302127404,156.9,152.781297446515,28.8134052504376,27.7660685141565,99.6239515866704,0.462,27.9879737150059,92.1169737150059,121.995491433372,219.9,214.574465148378,22.371539846702,23.7895718052572,135.525782608696
2014-01-10,"2014w02","Final",103.61,0.82748,125.211485473969,99.1838477792381,0.534,19.4383022774327,19.8133022774327,128.679681849551,153.471428571429,149.026984126984,29.4958340703133,27.8853979794115,95.745882370762,0.462,27.735817805383,91.864817805383,120.314452035887,218.185714285714,212.64126984127,24.5685696651248,23.8084687096117,132.544416149068
2014-01-17,"2014w03","Final",103.39,0.83466,123.870797690077,97.3569827749466,0.534,19.084265010352,19.459265010352,126.319433402346,150.757142857143,146.312698412698,28.9624506273998,28.0047274446665,94.1127493786934,0.462,27.512215320911,91.641215320911,118.823768806073,216.471428571429,210.926984126984,24.7110194273798,23.8273656139663,130.184167701863
2014-01-24,"2014w04","Final",104.18,0.83036,125.463654318609,98.2628465162715,0.534,18.9724637681159,19.3474637681159,125.57409178744,149.9,145.455555555556,27.3112452711681,28.1240569099215,95.2510016255031,0.462,27.4376811594203,91.5666811594203,118.326874396135,215.9,210.355555555556,23.0758727706322,23.8462625183208,129.438826086957
2014-01-31,"2014w05","Final",104.26,0.8225,126.759878419453,99.1606917603338,0.534,18.9724637681159,19.3474637681159,125.57409178744,149.9,145.455555555556,26.4134000271058,28.2433863751765,95.8807957378608,0.462,27.4376811594203,91.5666811594203,118.326874396135,215.9,210.355555555556,22.4460786582745,23.8651594226753,129.438826086957
2014-02-07,"2014w06","Final",102.61,0.81715,125.570580676742,99.2821124518087,0.534,18.9724637681159,19.3474637681159,125.57409178744,149.9,145.455555555556,26.2919793356309,28.3627158404315,95.278261091109,0.462,27.4376811594203,91.5666811594203,118.326874396135,215.9,210.355555555556,23.0486133050262,23.8840563270298,129.438826086957
2014-02-14,"2014w07","Final",105.3,0.83054,126.784983263901,99.3063042353191,0.534,18.9724637681159,19.3474637681159,125.57409178744,149.9,145.455555555556,26.2677875521205,28.4820453056866,97.6531343427986,0.462,27.4376811594203,91.5666811594203,118.326874396135,215.9,210.355555555556,20.6737400533367,23.9029532313843,129.438826086957
2014-02-21,"2014w08","Final",106.67,0.83242,128.144446313159,100.113616113693,0.534,18.9724637681159,19.3474637681159,125.57409178744,149.9,145.455555555556,25.4604756737469,28.6025859075322,97.5093560333197,0.462,27.4376811594203,91.5666811594203,118.326874396135,215.9,210.355555555556,20.8175183628155,23.9372160385918,129.438826086957
2014-02-28,"2014w09","Final",105.89,0.83262,127.176863395066,99.3231439030325,0.534,19.1215320910973,19.4965320910973,126.567880607315,151.042857142857,146.598412698413,27.2447367042829,28.7231265093778,97.6831805294494,0.462,27.5867494824017,91.7157494824017,119.320663216011,217.042857142857,211.498412698413,21.6374826865617,23.9714788457992,130.432614906832
2014-03-07,"2014w10","Final",105.39,0.84026,125.425463546997,97.88351546996,0.534,19.2333333333333,19.6083333333333,127.313222222222,151.9,147.455555555556,29.4297067522622,28.8436671112235,96.9191023158679,0.462,27.6985507246377,91.8275507246377,120.066004830918,217.9,212.355555555556,23.14690251505,24.0057416530066,131.177956521739
2014-03-14,"2014w11","Final",104.21,0.84944,122.680825014127,95.4417239250226,0.534,18.9724637681159,19.3474637681159,125.57409178744,149.9,145.455555555556,30.132367862417,28.9642077130691,95.0892497677733,0.462,27.6985507246377,91.8275507246377,120.066004830918,217.9,212.355555555556,24.9767550631446,24.0400044602141,129.438826086957
2014-03-21,"2014w12","Final",103.54,0.85576,120.991866878564,94.3739610640031,0.534,18.7115942028985,19.0865942028985,123.834961352657,147.9,143.455555555556,29.4610002886539,29.0847483149147,92.3381238898929,0.462,27.4376811594203,91.5666811594203,118.326874396135,215.9,210.355555555556,25.9887505062424,24.0742672674215,127.699695652174
2014-03-28,"2014w13","Final",104.24,0.85838,121.438057736667,95.0058422638954,0.534,18.7115942028985,19.0865942028985,123.834961352657,147.9,143.455555555556,28.8291190887616,29.2052889167604,92.3295257987263,0.462,27.4376811594203,91.5666811594203,118.326874396135,215.9,210.355555555556,25.997348597409,24.1085300746289,127.699695652174
2014-04-04,"2014w14","Final",102.9,0.8617,119.415109666937,93.9936689218132,0.534,18.4172388687917,18.7922388687917,121.872592458611,146.757142857143,141.198831327403,27.8789235367979,29.325829518606,92.0676257927082,0.462,27.1438172593452,91.2728172593452,116.367781728968,214.757142857143,208.102598988313,24.3001559362599,24.1427928818364,126.705906832298
2014-04-11,"2014w15","Final",103.76,0.86532,119.909397679471,94.1648045681078,0.534,18.2812231247014,18.6562231247014,120.965820831343,145.9,140.156043956044,26.8010162632348,29.4463701204517,93.170002406355,0.462,27.0078834209269,91.1368834209269,115.461556139513,213.9,207.06043956044,22.2915537331577,24.1770556890438,125.960565217391
2014-04-18,"2014w16","Final",105.8,0.8656,122.227356746765,95.8907713408135,0.534,18.5048256091734,18.8798256091734,122.456504061156,147.614285714286,141.87032967033,26.5657327203428,29.565540578886,95.0930531988309,0.462,27.231485905399,91.360485905399,116.952239369326,215.614285714286,208.774725274725,21.8591861704954,24.2604059276501,127.451248447205
2014-04-25,"2014w17","Final",105.8,0.859766666666667,123.056643275307,96.8979077838908,0.534,18.6911610129001,19.0661610129001,123.698740086001,149.042857142857,143.298901098901,26.8008323021101,29.6847110373204,95.8673323430931,0.462,27.4178213091257,91.5468213091257,118.194475394171,217.042857142857,210.203296703297,22.327143051078,24.3437561662564,128.69348447205
2014-05-02,"2014w18","Final",104.92,0.85848,122.216009691548,95.8380679343767,0.534,18.8029622551362,19.1779622551362,124.444081700908,149.9,144.156043956044,28.606013766531,29.8038814957548,94.1953420161892,0.462,27.5296225513617,91.6586225513617,118.939817009078,217.9,211.06043956044,24.7444749928887,24.4271064048627,129.438826086957
2014-05-09,"2014w19","Final",103.95,0.86694,119.904491660323,94.2601688925282,0.534,18.6166268514095,18.9916268514095,123.201845676063,148.471428571429,142.727472527473,28.9416767835349,29.9230519541891,91.7013959833828,0.462,27.2501194457716,91.3791194457716,117.076462971811,215.757142857143,208.917582417582,25.375066988428,24.510456643469,128.196590062112
2014-05-16,"2014w20","Final",105.8,0.86374,122.49056429018,94.5931566411776,0.534,18.6538939321548,19.0288939321548,123.450292881032,148.757142857143,143.013186813187,28.8571362398544,30.0422224126235,94.0917047101204,0.462,27.2501194457716,91.3791194457716,117.076462971811,215.757142857143,208.917582417582,22.9847582616904,24.5938068820754,128.445037267081
2014-05-23,"2014w21","Final",106.79,0.85956,124.237982223463,95.0730448495826,0.534,18.8029622551362,19.1779622551362,124.444081700908,149.9,144.156043956044,29.3710368513252,30.1613928710579,95.5060859498828,0.462,27.399187768753,91.528187768753,118.070251791687,216.9,210.06043956044,22.5641658418038,24.6771571206817,129.438826086957
2014-05-30,"2014w22","Final",106.36,0.8531,124.674715742586,95.3238186896286,0.534,19.0265647396082,19.4015647396082,125.934764930721,151.614285714286,145.87032967033,30.6109462410928,30.2805633294922,96.6277085708582,0.462,27.622790253225,91.751790253225,119.5609350215,218.614285714286,211.774725274725,22.933226450642,24.760507359288,130.92950931677
2014-06-06,"2014w23","Final",105.2,0.8449,124.511776541603,93.7286600347773,0.534,19.0638318203536,19.4388318203536,126.18321213569,151.9,146.156043956044,32.4545521009131,30.3997337879266,95.2841175997896,0.462,27.6600573339704,91.7890573339704,119.809382226469,218.9,212.06043956044,24.5252646266796,24.8438575978943,131.177956521739
2014-06-13,"2014w24","Final",106.99,0.85634,124.938692575379,93.5676442333056,0.534,19.0638318203536,19.4388318203536,126.18321213569,151.9,146.156043956044,32.6155679023848,30.4969708509284,94.6550351404876,0.462,27.6600573339704,91.7890573339704,119.809382226469,218.9,212.06043956044,25.1543470859816,24.9354044877552,131.177956521739
2014-06-20,"2014w25","Final",110.48,0.86866,127.184398959317,94.6262934546519,0.534,19.1756330625896,19.5506330625896,126.928553750597,152.757142857143,147.013186813187,32.3022602959453,30.5942079139301,96.3570599608144,0.462,27.7718585762064,91.9008585762064,120.554723841376,219.757142857143,212.917582417582,24.1976638805616,25.0269513776162,131.923298136646
2014-06-27,"2014w26","Final",109.74,0.87208,125.837079167049,94.6475194914843,0.534,19.324701385571,19.699701385571,127.922342570473,153.9,148.156043956044,33.2748230789887,30.6914449769319,97.3118327330314,0.462,27.9209268991878,92.0499268991878,121.548512661252,220.9,214.06043956044,24.2366799282204,25.1184982674771,132.917086956522
2014-07-04,"2014w27","Final",108.23,0.87638,123.496656701431,92.9231085641014,0.534,18.9786570437394,19.3536570437394,125.615380291596,151.328571428571,145.503037335335,32.6922717274947,30.7886820399337,97.6933681369162,0.462,28.1047178854092,95.2337178854092,119.773785902728,223.471428571429,215.469503788137,22.0804177658119,25.2100451573381,130.681062111801
2014-07-11,"2014w28","Final",106.15,0.87822,120.869486005784,90.9959259746686,0.534,18.6414798811774,19.0164798811774,123.367532541183,148.757142857143,142.91801242236,32.3716065665142,30.8859191029355,94.5402976256443,0.462,27.9862813934648,95.1152813934648,118.984209289765,222.757142857143,214.56149068323,24.4439116641207,25.3015920471991,128.445037267081
2014-07-18,"2014w29","Final",104.77,0.87456,119.797383827296,90.9523631261697,0.534,18.5296786389414,18.9046786389414,122.622190926276,147.9,142.060869565217,31.6698278001063,30.9831561659373,93.5174972240562,0.462,27.8744801512287,95.0034801512287,118.238867674858,221.9,213.704347826087,24.721370450802,25.39313893706,127.699695652174
2014-07-25,"2014w30","Final",105.54,0.86484,122.034133481338,91.762385196611,0.534,18.5296786389414,18.9046786389414,122.622190926276,147.9,142.060869565217,30.859805729665,31.080393228939,91.7584084716999,0.462,27.8744801512287,95.0034801512287,118.238867674858,221.9,213.704347826087,26.4804592031584,25.484685826921,127.699695652174
2014-08-01,"2014w31","Final",105.03,0.85204,123.268860616872,93.8006424852471,0.534,18.5296786389414,18.9046786389414,122.622190926276,147.9,142.060869565217,28.821548441029,31.1776302919408,90.6649388840915,0.462,27.8744801512287,95.0034801512287,118.238867674858,221.9,213.704347826087,27.5739287907668,25.5762327167819,127.699695652174
2014-08-08,"2014w32","Final",103.4,0.84828,121.893714339605,93.537770408613,0.534,18.7532811234135,19.1282811234135,124.11287415609,149.614285714286,143.775155279503,30.5751037474767,31.2469741821178,88.4398613271107,0.462,27.6508776667567,94.7798776667567,116.748184445045,220.185714285714,211.990062111801,28.3083231179338,25.6353849419736,129.190378881988
2014-08-15,"2014w33","Final",101.99,0.84624,120.521365097372,92.6080273898693,0.534,18.7905482041588,19.1655482041588,124.361321361059,149.9,144.060869565217,31.7532939711893,31.3163180722948,88.4641899391952,0.462,27.6136105860113,94.7426105860114,116.499737240076,219.9,211.704347826087,28.0355473008804,25.6945371671652,129.438826086957
2014-08-22,"2014w34","Final",99.86,0.84286,118.477564482832,91.88619682457,0.534,18.5669457196867,18.9419457196867,122.870638131245,148.185714285714,142.346583850932,30.984441306675,31.3856619624717,87.9849883692545,0.462,27.3900081015393,94.5190081015393,115.009054010262,218.185714285714,209.990062111801,27.0240656410074,25.7536893923569,127.948142857143
2014-08-29,"2014w35","Final",100.55,0.8352,120.390325670498,93.3995913364843,0.534,18.5296786389414,18.9046786389414,122.622190926276,147.9,142.060869565217,29.2225995897917,31.4550058526487,90.509483007432,0.462,27.3527410207939,94.4817410207939,114.760606805293,217.9,209.704347826087,24.251123797861,25.8128416175485,127.699695652174
2014-09-05,"2014w36","Final",99.63,0.83356,119.523489610826,93.245686075011,0.534,18.7532811234135,19.1282811234135,124.11287415609,149.614285714286,143.775155279503,30.8671880810787,31.5243497428257,90.9597558785939,0.462,27.576343505266,94.705343505266,116.251290035107,219.614285714286,211.418633540373,25.2915341565128,25.8719938427402,129.190378881988
2014-09-12,"2014w37","Final",96.43,0.82474,116.921696534665,92.0660139905233,0.534,18.7905482041588,19.1655482041588,124.361321361059,149.9,144.060869565217,32.2953073705353,31.5936936330026,90.5587333971843,0.462,27.6136105860113,94.7426105860114,116.499737240076,219.9,211.704347826087,25.9410038428913,25.9311460679318,129.438826086957
2014-09-19,"2014w38","Final",95.82,0.81522,117.538823875764,91.7561445393827,0.534,18.7905482041588,19.1655482041588,124.361321361059,149.9,144.060869565217,32.605176821676,31.6630375231796,91.0183624322747,0.462,27.6136105860113,94.7426105860114,116.499737240076,219.9,211.704347826087,25.4813748078009,25.9902982931235,129.438826086957
2014-09-26,"2014w39","Final",94.21,0.8071,116.726551852311,91.4216900576983,0.534,18.7905482041588,19.1655482041588,124.361321361059,149.9,144.060869565217,32.9396313033603,31.7323814133565,91.6187339570293,0.462,27.6136105860113,94.7426105860114,116.499737240076,219.9,211.704347826087,24.8810032830462,26.0494505183152,129.438826086957
2014-10-03,"2014w40","Final",92.79,0.78248,118.584500562315,93.0071079713945,0.534,18.9521739130435,19.3271739130435,125.438826086957,151.9,145.3,32.431718115562,31.7819067368535,93.905016505825,0.462,27.933823926546,95.062823926546,118.63449284364,221.9,214.159316770186,24.7294763378153,26.0782712011883,131.177956521739
2014-10-10,"2014w41","Final",89.46,0.78344,114.188706218728,89.124218351421,0.534,18.9124763705104,19.2874763705104,125.174175803403,151.9,144.995652173913,36.0499574519816,31.8314320603505,90.9498632898251,0.462,27.957561436673,95.086561436673,118.792742911153,221.9,214.341304347826,27.8428796213279,26.1070918840613,131.177956521739
2014-10-17,"2014w42","Final",84.95,0.78868,107.711619414718,84.8878487465894,0.534,18.2789359978396,18.6539359978396,120.950573318931,147.042857142857,140.13850931677,36.0627245723412,31.8809573838475,85.325666950307,0.462,27.3240210640022,94.4530210640022,114.569140426681,217.042857142857,209.484161490683,29.243473476374,26.1359125669344,126.954354037267
2014-10-24,"2014w43","Final",83.87,0.79116,106.008898326508,84.222007948944,0.534,17.9807993518769,18.3557993518769,118.962995679179,144.757142857143,137.852795031056,34.7409877302351,31.9304827073445,83.3087332313502,0.462,27.0258844180394,94.1548844180394,112.581562786929,214.757142857143,207.198447204969,29.2728295555793,26.1647332498075,124.966776397516
2014-10-31,"2014w44","Final",84.17,0.786775,106.981030154746,85.2809686813407,0.534,17.8689981096408,18.2439981096408,118.217654064272,143.9,136.995652173913,32.9366853829315,31.9800080308414,85.3917322932949,0.462,26.9140831758034,94.0430831758034,111.836221172023,213.9,206.341304347826,26.4444888787278,26.1935539326806,124.221434782609
2014-11-07,"2014w45","Final",80.68,0.77474,104.138162480316,85.4125897087394,0.534,17.8689981096408,18.2439981096408,118.217654064272,143.9,136.995652173913,32.8050643555328,32.0295333543384,83.0521625987125,0.462,26.7277477720767,93.8567477720767,110.593985147178,212.471428571429,204.912732919255,27.5418225484654,26.2223746155537,124.221434782609
2014-11-14,"2014w46","Final",77.11,0.78202,98.6036162757986,83.6052651561069,0.534,17.7199297866595,18.0949297866595,117.223865244396,142.757142857143,135.852795031056,33.6186000882895,32.0790586778354,79.8713323154171,0.462,26.5041452876046,93.6331452876046,109.103301917364,210.757142857143,203.198447204969,29.2319696019472,26.2511952984268,123.227645962733
2014-11-21,"2014w47","Final",74.85,0.79014,94.7300478396234,81.0782636236957,0.534,17.347258979206,17.722258979206,114.739393194707,139.9,132.995652173913,33.6611295710113,32.1285840013324,76.9808896951349,0.462,26.1314744801512,93.2604744801512,106.618829867675,207.9,200.341304347826,29.6379401725399,26.2800159812999,120.743173913043
2014-11-28,"2014w48","Final",72.48,0.7858,92.2372104861288,79.6299691436191,0.534,17.23545773697,17.61045773697,113.9940515798,139.042857142857,132.13850931677,34.3640824361811,32.1656989938513,77.8210692196982,0.462,26.0196732379152,93.1486732379152,105.873488252768,207.042857142857,199.484161490683,28.0524190330698,26.3029470978147,119.997832298137
2014-12-05,"2014w49","Final",67.7,0.78084,86.7015009476974,74.3971828642244,0.534,16.5273832028085,16.9023832028085,109.27355468539,133.614285714286,126.709937888199,34.8763718211658,32.2028139863703,70.3955853675598,0.462,25.3115987037537,92.4405987037537,101.152991358358,201.614285714286,194.055590062112,30.7574059907983,26.3258782143295,115.277335403727
2014-12-12,"2014w50","Final",61.78,0.77338,79.8831105019525,70.9726252814029,0.6408,16.1547123953551,16.5297123953551,106.682282635701,130.757142857143,123.852795031056,35.7096573542978,32.2399289788892,66.1144743831676,0.5544,24.9277477720767,92.0567477720767,98.5015851471779,198.671428571429,191.112732919255,32.3871107640104,26.3488093308443,112.686063354037
2014-12-19,"2014w51","Final",57.24,0.77576,73.7857069196659,66.9520086103241,0.6675,15.5584391034297,15.9334391034297,102.680427356198,126.185714285714,119.281366459627,35.7284187458735,32.2770439714081,62.2359497357555,0.5775,24.3426546043748,91.4716546043748,94.5778640291655,194.185714285714,186.62701863354,32.34191429341,26.3717404473591,108.684208074534
2014-12-26,"2014w52","Final",56.23,0.772666666666667,72.7739430543572,66.95484107376,0.6675,15.2975695382123,15.6725695382123,100.941296921415,124.185714285714,117.281366459627,33.9864558476551,32.3141589639271,63.489094687298,0.5775,24.0817850391574,91.2107850391574,92.8387335943829,192.185714285714,184.62701863354,29.3496389070849,26.3946715638739,106.945077639752
2015-01-02,"2015w01","Final",53.68,0.7791,68.9000128353228,63.7773536311807,0.6675,15.1074174093078,15.4824174093078,99.6736160620518,122.757142857143,115.82353347136,35.8962624308711,32.351273956446,59.4265597456196,0.5775,23.8749797461518,91.0039797461518,91.4600316410118,190.757142857143,183.041511387164,32.0334718953922,26.4176026803887,105.702841614907
2015-01-09,"2015w02","Final",47.49,0.77456,61.3122288783309,59.7702404172953,0.6675,14.2846790890269,14.6596790890269,94.1886939268461,116.471428571429,109.515873015873,34.4184535095508,32.388388948965,54.5096373793365,0.5775,23.039751552795,90.168751552795,85.8918436853002,184.471428571429,176.638095238095,31.3822063059637,26.4405337969035,100.23700310559
2015-01-16,"2015w03","Final",43.88,0.77806,56.3966789193636,55.8190724924487,0.6675,13.2225672877847,13.5975672877847,87.1079485852312,108.328571428571,101.373015873016,31.2888760927825,32.4255039414839,50.9366496280972,0.5775,21.7540372670807,88.8830372670808,77.3204151138716,174.614285714286,166.780952380952,26.3837654857744,26.4634649134183,93.1562577639752
2015-01-23,"2015w04","Final",44.16,0.76546,57.6908003030857,56.7040608540488,0.6675,13.036231884058,13.411231884058,85.8657125603865,106.9,99.9444444444445,29.1616517063377,32.454404902774,53.099263153887,0.5775,21.5304347826087,88.6594347826087,75.829731884058,172.9,165.066666666667,22.730468730171,26.493601329129,91.9140217391304
2015-01-30,"2015w05","Final",44.64,0.73806,60.4828875701162,58.1341361403914,0.6675,13.036231884058,13.411231884058,85.8657125603865,106.9,99.9444444444445,27.7315764199951,32.4833058640641,55.2591698246145,0.5775,21.5304347826087,88.6594347826087,75.829731884058,172.9,165.066666666667,20.5705620594434,26.5237377448396,91.9140217391304
2015-02-06,"2015w06","Final",53.9,0.731575,73.6766565287223,64.0804227632425,0.6675,13.8374741200828,14.2124741200828,91.2073274672188,113.042857142857,106.087301587302,27.1269047039763,32.5122068253542,63.8629253851225,0.5775,22.5552795031056,89.6842795031056,82.6620300207039,180.757142857143,172.92380952381,18.7991046355814,26.5538741605503,97.2556366459627
2015-02-13,"2015w07","Final",55.42,0.7391,74.9830875388987,67.3775829622467,0.6675,14.2846790890269,14.6596790890269,94.1886939268461,116.471428571429,109.515873015873,26.8111109645994,32.5411077866443,66.1717726594398,0.5775,23.3937888198758,90.5227888198758,88.2520921325052,187.185714285714,179.352380952381,22.0803194730654,26.5840105762609,100.23700310559
2015-02-20,"2015w08","Final",58.14,0.75172,77.3426275740967,68.417368577124,0.6675,14.9182194616977,15.2932194616977,98.4122964113182,121.328571428571,114.373015873016,29.9949278341942,32.5700087479344,67.5765148457065,0.5775,24.0645962732919,91.1935962732919,92.7241418219461,192.328571428571,184.495238095238,25.1476269762397,26.6141469919716,104.460605590062
2015-02-27,"2015w09","Final",56.89,0.75262,75.5892748000319,67.4052826619146,0.6675,14.9927536231884,15.3677536231884,98.909190821256,121.9,114.944444444444,31.5039081593414,32.5989097092244,68.1335480657612,0.5775,24.1391304347826,91.2681304347826,93.2210362318841,192.9,185.066666666667,25.0874881661229,26.6442834076822,104.9575
2015-03-06,"2015w10","Final",57.95,0.75388,76.8689977184698,68.8196553194887,0.6675,14.9927536231884,15.3677536231884,98.909190821256,121.9,114.944444444444,30.0895355017673,32.6278106705145,71.1703084335189,0.5775,24.3627329192547,91.4917329192547,94.7117194616977,194.614285714286,186.780952380952,23.5414110281788,26.6744198233929,104.9575
2015-03-13,"2015w11","Final",54.45,0.73348,74.2351529694061,68.339658831347,0.6675,14.9927536231884,15.3677536231884,98.909190821256,121.9,114.944444444444,30.569531989909,32.6567116318046,71.1110054051015,0.5775,24.4,91.529,94.9601666666667,194.9,187.066666666667,23.8491612615651,26.7045562391035,104.9575
2015-03-20,"2015w12","Final",51.35,0.73816,69.5648639861277,66.0039891107299,0.6675,14.9927536231884,15.3677536231884,98.909190821256,121.9,114.944444444444,32.9052017105261,32.6715897258512,67.7609803689891,0.5775,24.4372670807453,91.5662670807453,95.2086138716356,195.185714285714,187.352380952381,27.4476335026465,26.734850129544,104.9575
2015-03-27,"2015w13","Final",54.2,0.76174,71.1528868117731,65.2339993604823,0.6675,14.7691511387164,15.1441511387164,97.4185075914424,120.185714285714,113.230158730159,32.1845082309601,32.6864678198977,68.1048205339902,0.5775,24.1763975155279,91.305397515528,93.469483436853,193.185714285714,185.352380952381,25.3646629028628,26.7651440199845,103.466816770186
2015-04-03,"2015w14","Final",53.22,0.7495,71.0073382254837,65.5554278717014,0.6675,14.6608877664778,15.0358877664778,96.6967517765189,119.9,112.400139542997,31.1413239048174,32.7013459139443,66.7548309191701,0.5775,24.0168179646441,91.1458179646441,92.4056197642937,192.9,184.128937728938,25.6507888451236,26.795437910425,103.218369565217
2015-04-10,"2015w15","Final",55.66,0.754075,73.8122865762689,64.9551320139973,0.6675,14.6324892498806,15.0074892498806,96.507428332537,119.9,112.182417582418,31.5522963185398,32.7162240079909,65.5092050056096,0.5775,23.9678929765886,91.0968929765886,92.0794531772575,192.9,183.753846153846,26.570248171648,26.8257318008655,103.218369565217
2015-04-17,"2015w16","Final",59,0.755,78.1456953642384,67.5259653242706,0.6675,14.8001911132346,15.1751911132346,97.6254407548973,121.185714285714,113.468131868132,30.0994754306267,32.7311021020374,69.9100243207586,0.5775,24.1355948399427,91.2645948399427,93.1974655996178,194.185714285714,185.03956043956,23.2874412788592,26.856025691306,104.336381987578
2015-04-24,"2015w17","Final",60.92,0.76502,79.631905048234,67.8930921735086,0.6675,15.5455327281414,15.9205327281414,102.594384854276,126.9,119.182417582418,34.7012926807676,32.745980196084,71.0708968776572,0.5775,24.8809364548495,92.0099364548495,98.1664096989967,199.9,190.753846153846,27.0955128213395,26.8863195817465,109.305326086957
